"Project Name","Item Title","Item Ark","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Name.sponsor","Name.publisher","Name.subject","Rights.servicesContact","Subject.conceptTopic","Type.genre","Language","Name.repository","Name.designer","Subject.uniformTitle","Name.photographer","Name.creator","Subject.geographicPlace","Coverage.geographic","AltTitle.other","Publisher.placeOfOrigin","Date.creation","Date.normalized","Description.note","Description.caption","Format.extent","Title","Alt ID.local","AltTitle.parallel","Publisher.publisherName","thumbnailImageName","masterImageName"
"Ethiopian Posters","Poster chiefly in Amharic depicting forests, people performing agricultural work in forests, and agricultural plots in forests [descriptive]","21198/zz002hhf7x","","still image","","Nederlandse Organisatie voor Internationale Bijstand|~|Sweden. $b Styrelsen för internationellt utvecklingssamarbete","Sustainable Land Use Forum","","","Sustainable agriculture $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[between 1995 and 2010?]","1995/2010","At the bottom right are contact numbers of the Sustainable Land Use Forum.|~|Poster depicts 12 rectangular photographs of forests, people performing agricultural work in forests, and agricultural plots in forests; background is dark green.|~|Chiefly in Amharic with some English.","Sponsored by Swedish Sida and Oxfam Novib","1 poster : col.","Poster chiefly in Amharic depicting forests, people performing agricultural work in forests, and agricultural plots in forests [descriptive]","ucla_1922_box03_folder019_003","","","ucla_1922_box03_folder019_003.jpg","ucla_1922_box03_folder019_003.tif"
"Ethiopian Posters","Stop violence against women and girls","21198/zz002hhf8f","","still image","","","YaʼItyop̣yā yaḥeg bālamuyā sétoč māhbar","","","Girls $x Violence against $z Ethiopia $x Prevention|~|Women $x Violence against $z Ethiopia $x Prevention","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","Addis Ababa (Ethiopia)","[between 2005 and 2010?]","2005/2010","Poster depicts a photograph of a girl writing in Ge'ez script on a blackboard while a woman behind her oversees her and smiles; the girl is looking at the viewer; both the girl and the woman are wearing patterned blouses or dresses.","Eclipse Printing & Graphics","1 poster : col.","Stop violence against women and girls","ucla_1922_box03_folder019_004","","","ucla_1922_box03_folder019_004.jpg","ucla_1922_box03_folder019_004.tif"
"Ethiopian Posters","DUP - see Ark # 21198/zz002hhcws","21198/zz002hhf9z","","still image","","","","","","","posters","","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","","","","","","1 poster : col.","DUP - see Ark # 21198/zz002hhcws","ucla_1922_box03_folder019_005","","","ucla_1922_box03_folder019_005.jpg","ucla_1922_box03_folder019_005.tif"
"Ethiopian Posters","Fighting corruption starts from self!","21198/zz002hhfbg","","still image","","","Ethiopia. $b Fédarāl śenamegbārenā ṡara-musenā komišen","","","Corruption $z Ethiopia $x Prevention|~|Special days $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","December, 2009","2009-12","At the bottom are the contact information of the Federal Ethics and Anti-Corruption Commission, its logo, and the logo of Eclipse Publishing House.|~|Poster depicts a silhouette of a standing man raising his hand, with his shadow on the left; background is white; text is printed in red and black.","December 9. International Anti-Corruption Day","1 poster : col.","Fighting corruption starts from self!","ucla_1922_box03_folder019_006","","","ucla_1922_box03_folder019_006.jpg","ucla_1922_box03_folder019_006.tif"
"Ethiopian Posters","Let's target our aim at corruption!","21198/zz002hhfc0","","still image","","","Ethiopia. $b Fédarāl śenamegbārenā ṡara-musenā komišen","","","Corruption $z Ethiopia $x Prevention","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","December, 2009","2009-12","At the bottom are the contact information of the Federal Ethics and Anti-Corruption Commission, its logo, and the logo of Eclipse Publishing House.|~|Poster depicts an illustration of three pairs of dark blue arms emerging from an abstract landscape, holding black bows and arrows aimed at balloons carrying people in baskets labeled with Amharic terms and floating toward a stylized sun; a trio of the balloons are green, yellow, and red, and the others below this trio are black and gray; some balloons appear to have been burst, with their passengers falling from their baskets into a stylized whirlpool. The word ""corruption"" in the title is printed in red and is superimposed on a hair trigger.","","1 poster : col.","Let's target our aim at corruption!","ucla_1922_box03_folder019_007","","","ucla_1922_box03_folder019_007.jpg","ucla_1922_box03_folder019_007.tif"
"Ethiopian Posters","Indifference worsens corruption!","21198/zz002hhfdh","","still image","","","Ethiopia. $b Fédarāl śenamegbārenā ṡara-musenā komišen","","","Corruption $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[May-June, 2009?]","2009-05/2009-06","Poster depicts an illustration of two women walking together while two men approach them; another woman stands to the right, looking away; the Amharic word for ""corruption"" is repeated in ascending layers between the other woman and one of the men, each character filled with images of Ethiopian currency.|~|In both the English and Amharic titles, the word for ""corruption"" is printed in red.|~|At the bottom are the contact information of the Federal Ethics and Anti-Corruption Commission and its logo.","APE3780/2001","1 poster : col.","Indifference worsens corruption!","ucla_1922_box03_folder019_008","","","ucla_1922_box03_folder019_008.jpg","ucla_1922_box03_folder019_008.tif"
"Ethiopian Posters","Let's make corrupt guys ashamed of their evil deeds!","21198/zz002hhff1","","still image","","","Ethiopia. $b Fédarāl śenamegbārenā ṡara-musenā komišen","","","Corruption $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[May-June, 2009?]","2009-05/2009-06","Poster depicts an illustration of three men sitting on the ground with their hands at their faces or their heads hanging down; beside one of the men is a briefcase labeled with a dollar sign; surrounding the men are people standing above them and pointing at them.|~|At the bottom are the contact information of the Federal Ethics and Anti-Corruption Commission and its logo.|~|In both the English and Amharic titles, the words for ""corrupt guys"" is printed in red.","APE3781/2001","1 poster : col.","Let's make corrupt guys ashamed of their evil deeds!","ucla_1922_box03_folder019_009","","","ucla_1922_box03_folder019_009.jpg","ucla_1922_box03_folder019_009.tif"
"Ethiopian Posters","Let's weed out corruption!","21198/zz002hhfgj","","still image","","","Ethiopia. $b Fédarāl śenamegbārenā ṡara-musenā komišen","","","Corruption $z Ethiopia $x Prevention","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","January, 2007","2007-01","At the bottom is the logo of the Federal Ethics and Anti-Corruption Commission.|~|Poster depicts an illustration within a map of Ethiopia of a hand pulling a weed from a field of wheat.|~|In both the English and Amharic titles, the word for ""corruption"" is printed in red.","APE B/103282/99","1 poster : col.","Let's weed out corruption!","ucla_1922_box03_folder019_010","","","ucla_1922_box03_folder019_010.jpg","ucla_1922_box03_folder019_010.tif"
"Ethiopian Posters","Poster promoting voter registration for the 2010 Ethiopian election [descriptive]","21198/zz002hhfh2","","still image","","","YaʼItyop̣yā beḥérāwi yamerċā bord","","","Voter registration $z Ethiopia|~|Elections $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[2010]","2010","Includes the Ethiopian year 2002 [2010].|~|Poster depicts the logo of the National Election Board of Ethiopia printed in red and blue surrounded by seven red-outlined speech bubbles; text printed in blue and red.","","1 poster : col.","Poster promoting voter registration for the 2010 Ethiopian election [descriptive]","ucla_1922_box03_folder020_001","","","ucla_1922_box03_folder020_001.jpg","ucla_1922_box03_folder020_001.tif"
"Ethiopian Posters","Black-and-white poster chiefly in Amharic with voting instructions [descriptive]","21198/zz002hhfjk","","still image","","","YaʼItyop̣yā beḥérāwi yamerċā bord","","","Voting $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","National Electoral Board of Ethiopia","[Addis Ababa (Ethiopia)?]","[between 1984 and 2010?]","1984/2010","At the top left is the logo of the National Electoral Board of Ethiopia.|~|Chiefly in Amharic with English title.|~|Poster depicts voting instructions with text and illustrations; seven of the illustrations are in gray ovals, and four of the illustrations are in white ovals in a gray rectangular shape with rounded edges. Amharic-language title and publisher's name printed on gray.|~|Number 3 in poster series 1.","","1 poster : b&w","Black-and-white poster chiefly in Amharic with voting instructions [descriptive]","ucla_1922_box03_folder020_002","","","ucla_1922_box03_folder020_002.jpg","ucla_1922_box03_folder020_002.tif"
"Ethiopian Posters","Black-and-white poster chiefly in Amharic depicting eight illustrations related to voting [descriptive]","21198/zz002hhfk3","","still image","","","YaʼItyop̣yā beḥérāwi yamerċā bord","","","Elections $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","National Electoral Board of Ethiopia","[Addis Ababa (Ethiopia)?]","[between 1984 and 2010?]","1984/2010","Poster depicts eight illustrations in gray circles of the following: a group of four people sitting at a desk with a man standing beside them, three people in business casual attire standing beside each other, a police officer holding a rifle on his shoulder and a baton in one of his hands, a camcorder and a piece of paper reading ""NEBE"" with a check mark, a group of five people sitting in chairs, a man sitting in a chair with a thought bubble over his head showing a question mark and a pen and paper on his lap, a car and a piece of paper reading ""NEBE"" with a check mark, and a man leading a blind man.|~|Chiefly in Amharic with some English.|~|Number 1 in poster series 1.","","1 poster : b&w","Black-and-white poster chiefly in Amharic depicting eight illustrations related to voting [descriptive]","ucla_1922_box03_folder020_003","","","ucla_1922_box03_folder020_003.jpg","ucla_1922_box03_folder020_003.tif"
"Ethiopian Posters","Poster chiefly in Amharic with a table and illustrations about ballot boxes [descriptive]","21198/zz002hhfmm","","still image","","","YaʼItyop̣yā beḥérāwi yamerċā bord","","","Ballot boxes $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","National Electoral Board of Ethiopia","[Addis Ababa (Ethiopia)?]","[between 1984 and 2010?]","1984/2010","Number 6 in poster series 1.|~|At the top left is the logo of the National Electoral Board of Ethiopia.|~|Chiefly in Amharic with English title.|~|Poster consists of text in gray blocks, with a table of data about ballot boxes, and four illustrations in white ovals related to ballot boxes","","1 poster : b&w","Poster chiefly in Amharic with a table and illustrations about ballot boxes [descriptive]","ucla_1922_box03_folder020_004","","","ucla_1922_box03_folder020_004.jpg","ucla_1922_box03_folder020_004.tif"
"Ethiopian Posters","Poster in Amharic about women with HIV/AIDS depicting a woman wearing a head covering [descriptive]","21198/zz002hhfn4","","still image","","ActionAid Ethiopia (Organization)","Negem Lela Ken New Association of Women Living with HIV/AIDS","","","HIV-positive women $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[between 2005 and 2010?]","2005/2010","At the bottom is the logo and contact information of Negem Lela Ken New Association of Women Living with HIV/AIDS and the logo of ActionAid.|~|Poster depicts a photograph of a woman from the shoulders up; she is wearing a head covering; background is green and black.","","1 poster : col.","Poster in Amharic about women with HIV/AIDS depicting a woman wearing a head covering [descriptive]","ucla_1922_box03_folder020_005","","","ucla_1922_box03_folder020_005.jpg","ucla_1922_box03_folder020_005.tif"
"Ethiopian Posters","Poster in Amharic announcing World Water Day on March 22, 2005 [descriptive]","21198/zz002hhfpn","","still image","","","","","","Water-supply|~|Special days $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[March 22, 2005?]","2005-03-22","At the bottom are the following logos: Ethiopia Country Water Partnership, Intermon Oxfam, Ministry of Health, Ministry of Water Resources, United Nations Children's Fun (UNICEF), Wash Ethiopia, and WaterAid Ethiopia.|~|Poster announces World Water Day on March 22, 2005 with projections or goals related to water-supply for 2015 and depicts the following: a photomontage of an irrigation channel and rows of crops; a man taking a shower; a boy pouring water on a woman's hands and arms; girls filling water jugs that are strapped to mules or donkeys; a woman or adolescent girl filling a water jug; women washing laundry at a river bank.|~|At the center is the logo of the Water for Life Ethiopia initiative.","","1 poster : col.","Poster in Amharic announcing World Water Day on March 22, 2005 [descriptive]","ucla_1922_box03_folder020_006","","","ucla_1922_box03_folder020_006.jpg","ucla_1922_box03_folder020_006.tif"
"Ethiopian Posters","Corruption shall not impede Ethiopian renaissance!","21198/zz002hhfq5","","still image","","","","","","Corruption $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","December, 2007","2007-12","In both the English and Amharic titles, the word for ""corruption"" is printed in red.|~|At the bottom is the logo of the Federal Ethics and Anti-Corruption Commission.|~|Poster depicts an illustration of a man and woman raking a rock or a large piece of trash labeled with the word ""corruption"" from a river that winds through a green landscape.","Ethio Tikur Abay Printing Press","1 poster : col.","Corruption shall not impede Ethiopian renaissance!","ucla_1922_box03_folder020_007","","","ucla_1922_box03_folder020_007.jpg","ucla_1922_box03_folder020_007.tif"
"Ethiopian Posters","Cleanse your hands of corruption!","21198/zz002hhfrp","","still image","","","Ethiopia. $b Fédarāl śenamegbārenā ṡara-musenā komišen","","","Corruption $z Ethiopia $x Prevention","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","December, 2008","2008-12","In both the English and Amharic titles, the word for ""corruption"" is printed in red.|~|Poster depicts a photograph of hands and an outline map of Ethiopia overlapping each other.|~|At the bottom is the logo of the Federal Ethics and Anti-Corruption Commission.","Eclipse Printing & Graphics","1 poster : col.","Cleanse your hands of corruption!","ucla_1922_box03_folder020_008","","","ucla_1922_box03_folder020_008.jpg","ucla_1922_box03_folder020_008.tif"
"Ethiopian Posters","Nile Day 2010","21198/zz002hhfs6","","still image","","Nile Basin Initiative","","","","Nile River Watershed|~|Special days $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","February 22","[Addis Ababa (Ethiopia)]","[February 22, 2010?]","2010-02-22","Poster depicts a photomontage of Blue Nile Falls, children in white baseball caps holding flags of countries in the Nile Basin, flowing water, and power lines by water. At the bottom are the flags of countries in the Nile Basin.|~|At the top are the flag of Ethiopia and the logo of the Nile Basin Initiative.","","1 poster : col.","Nile Day 2010","ucla_1922_box03_folder020_009","""Nurturing 10 years of cooperation and progress""","","ucla_1922_box03_folder020_009.jpg","ucla_1922_box03_folder020_009.tif"
"Ethiopian Posters","Let's fight corruption resolutely to ensure good governance!","21198/zz002hhftq","","still image","","United Nations|~|Ethiopia. $b Fédarāl śenamegbārenā ṡara-musenā komišen","","","","Corruption $z Ethiopia $x Prevention","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","December 9, 2008 International Anti-Corruption Day","[Ethiopia]","[December 9, 2008?]","2008-12-09","Poster depicts an illustration of two pairs of male and female figures standing side by side under a roof; the illustration is repeated three times in increasing degrees of transparency.","At the bottom right are the logos of the Federal Ethics and Anti-Corruption Commission, United Nations, and Eclipse Printing & Graphics.","1 poster : col.","Let's fight corruption resolutely to ensure good governance!","ucla_1922_box03_folder020_010","","","ucla_1922_box03_folder020_010.jpg","ucla_1922_box03_folder020_010.tif"
"Ethiopian Posters","Corruptors end up losers!","21198/zz002hhfv7","","still image","","","Ethiopia. $b Fédarāl śenamegbārenā ṡara-musenā komišen","","","Corruption $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","January, 2005","2005-01","Poster depicts an illustration of a woman and two children looking at a man in a jail cell; in the background is a fence with barbed wire and buildings.","Printed by Africa Printing Press","1 poster : col.","Corruptors end up losers!","ucla_1922_box03_folder021_001","","","ucla_1922_box03_folder021_001.jpg","ucla_1922_box03_folder021_001.tif"
"Ethiopian Posters","DUP - see Ark # 21198/zz002hhfv7","21198/zz002hhfwr","","still image","","","","","","","posters","","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","","","","","","1 poster : col.","DUP - see Ark # 21198/zz002hhfv7","ucla_1922_box03_folder021_002","","","ucla_1922_box03_folder021_002.jpg","ucla_1922_box03_folder021_002.tif"
"Ethiopian Posters","Unite in fighting corruption!","21198/zz002hhfx8","","still image","","","Ethiopia. $b Fédarāl śenamegbārenā ṡara-musenā komišen","","","Corruption $z Ethiopia $x Prevention","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[between 2001 and 2010?]","2001/2010","Poster depicts an illustration of a group of people pushing large stones that read ""corruption"" in Amharic toward the sun in the horizon; behind them are children and clergy.","Federal Ethics and Anti-Corruption Commission|~|Africa Printing Press","1 poster : col.","Unite in fighting corruption!","ucla_1922_box03_folder021_003","","","ucla_1922_box03_folder021_003.jpg","ucla_1922_box03_folder021_003.tif"
"Ethiopian Posters","DUP - see Ark # 21198/zz002hhfx8","21198/zz002hhfzs","","still image","","","","","","","posters","","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","","","","","","1 poster : col.","DUP - see Ark # 21198/zz002hhfx8","ucla_1922_box03_folder021_004","","","ucla_1922_box03_folder021_004.jpg","ucla_1922_box03_folder021_004.tif"
"Ethiopian Posters","Demand your rights, don't buy them!","21198/zz002hhg0s","","still image","","","Ethiopia. $b Fédarāl śenamegbārenā ṡara-musenā komišen","","","Corruption $z Ethiopia $x Prevention","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","January, 2005","2005-01","At the bottom is the logo of the Federal Ethics and Anti-Corruption Commission.|~|Poster depicts an illustration of two people visible from the neck down, exchanging a piece of paper for money; both are wearing business suits.","Printed by Africa Printing Press","1 poster : col.","Demand your rights, don't buy them!","ucla_1922_box03_folder021_005","","","ucla_1922_box03_folder021_005.jpg","ucla_1922_box03_folder021_005.tif"
"Ethiopian Posters","Let's instil ethical values in our children!","21198/zz002hhg19","","still image","","","Ethiopia. $b Fédarāl śenamegbārenā ṡara-musenā komišen","","","Child rearing $x Moral and ethical aspects $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Let's instill ethical values in our children!","[Ethiopia]","June, 2005","2005-06","At the bottom is the logo of the Federal Ethics and Anti-Corruption Commission.|~|Poster depicts an illustration of a girl and boy standing and holding hands; their heads are surrounded by flower petals and leaves, and their feet resemble roots, growing into soil in an outline map of Ethiopia; some Amharic text is also in the soil.","","1 poster : col.","Let's instil ethical values in our children!","ucla_1922_box03_folder021_006","","","ucla_1922_box03_folder021_006.jpg","ucla_1922_box03_folder021_006.tif"
"Ethiopian Posters","Lead a healthy life by avoiding corruption!","21198/zz002hhg2t","","still image","","","Ethiopia. $b Fédarāl śenamegbārenā ṡara-musenā komišen","","","Corruption $z Ethiopia $x Prevention","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","2000","[Ethiopia]","June, 2007","2007-06","Poster depicts an illustration of a pile of citrus fruit; one of the fruit has shriveled skin.|~|At the bottom is the logo of the Federal Ethics and Anti-Corruption Commission.","Bole Printing Enterprise","1 poster : col.","Lead a healthy life by avoiding corruption!","ucla_1922_box03_folder021_007","","","ucla_1922_box03_folder021_007.jpg","ucla_1922_box03_folder021_007.tif"
"Ethiopian Posters","Process of voters' registration 2002","21198/zz002hhg3b","","still image","","","YaʼItyop̣yā beḥérāwi yamerċā bord","","","Voter registration $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[2010?]","2010","Poster depicts an illustration of voters' registration procedures, with arrows directing voters where to go and labels that identify key places and people, which include ""enterance"" [sic], ""coordinator,"" ""electoral roll-1,"" ""electoral roll-2,"" ""exit,"" ""candidates representatives"" [sic], and ""public observers.""","At the top left is the logo of the National Electoral Board of Ethiopia.","1 poster : col.","Process of voters' registration 2002","ucla_1922_box03_folder021_008","","","ucla_1922_box03_folder021_008.jpg","ucla_1922_box03_folder021_008.tif"
"Ethiopian Posters","Voting process","21198/zz002hhg4v","","still image","","","YaʼItyop̣yā beḥérāwi yamerċā bord","","","Voting $z Ethiopia|~|Polling places $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[between 2007-2008?]","2007/2008","Poster depicts an illustration of voters' registration procedures, with arrows directing voters where to go.|~|Chiefly in Amharic, with some English.|~|At the top left is the logo of the National Electoral Board of Ethiopia.","Ethiopian Millennium 2000","1 poster : col.","Voting process","ucla_1922_box03_folder021_009","","","ucla_1922_box03_folder021_009.jpg","ucla_1922_box03_folder021_009.tif"
"Ethiopian Posters","Voter registration poster in Amharic [descriptive]","21198/zz002hhg5c","","still image","","","YaʼItyop̣yā beḥérāwi yamerċā bord","","","Voter registration $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[between 1984 and 2010?]","1984/2010","","Poster depicts an illustration of voter registration procedures, with arrows directing voters where to go; background is in gradated rainbow colors, with a watermark depicting the logo of the National Electoral Board of Ethiopia.","1 poster : col.","Voter registration poster in Amharic [descriptive]","ucla_1922_box03_folder021_010","","","ucla_1922_box03_folder021_010.jpg","ucla_1922_box03_folder021_010.tif"
"Ethiopian Posters","16 days of activism against gender-based violence","21198/zz002hhg6w","","still image","","Gender Based Violence Campaign-Ethiopia|~|Agency for Co-operation and Research in Development","","","","Women $x Violence against $z Ethiopia $x Prevention","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","Tesfaye Advert (Firm)","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[November, 2009?]","2009-11","Poster depicts a collage of the following: a photograph of a man's foot appearing to step on a photograph of a rose; to the left is an illustration of a stop sign. Amharic text at the top of the poster is printed in white, green, and red.|~|At the bottom are the sponsor logos of Gender Based Violence Campaign-Ethiopia and A.C.O.R.D.","November 25-December 10, 2009|~|Design and print @ Tesfaye Advert","1 poster : col.","16 days of activism against gender-based violence","ucla_1922_box03_folder022_001","","","ucla_1922_box03_folder022_001.jpg","ucla_1922_box03_folder022_001.tif"
"Ethiopian Posters","Effective involvement of women in our judiciary system will ensure justice","21198/zz002hhg7d","","still image","","International Institute of Rural Reconstruction (Ethiopia)","","","","Sex discrimination in criminal justice administration $z Ethiopia|~|Women criminal justice personnel $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[between 1997 and 2010?]","1997/2010","Poster depicts an illustration of a panel of three judges, two of whom are women; one of the women sits in the center with one hand holding a gavel and the other hand resting on a book; in front of the judges is the gallery consisting of men and women; to the left is a man in handcuffs beside a woman bailiff.|~|At the bottom right is the sponsor logo of IIRR-Ethiopia.","","1 poster : col.","Effective involvement of women in our judiciary system will ensure justice","ucla_1922_box03_folder022_002","","","ucla_1922_box03_folder022_002.jpg","ucla_1922_box03_folder022_002.tif"
"Ethiopian Posters","Get involved in building an ethical society!","21198/zz002hhg8x","","still image","","","Ethiopia. $b Fédarāl śenamegbārenā ṡara-musenā komišen","","","Child rearing $x Moral and ethical aspects $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[between 2001 and 2010?]","2001/2010","Poster depicts an illustration of a man and woman holding a book up to three children; the man and women are seated, and the children are standing beside them; the book is printed with Amharic text and appears to glitter; radiating from the book are rays printed with Amharic text.","Printed by Artistic Printing Enterprise","1 poster : col.","Get involved in building an ethical society!","ucla_1922_box03_folder022_003","","","ucla_1922_box03_folder022_003.jpg","ucla_1922_box03_folder022_003.tif"
"Ethiopian Posters","ucla_1922_box03_folder022_004","21198/zz002hhg9f","","still image","","","","","","","posters","","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","","","","","","1 poster : col.","ucla_1922_box03_folder022_004","ucla_1922_box03_folder022_004","","","ucla_1922_box03_folder022_004.jpg","ucla_1922_box03_folder022_004.tif"
"Ethiopian Posters","Poster in Amharic depicting a rural classroom of children and adolescents and two groups of people sitting outside and writing together [descriptive]","21198/zz002hhgbz","","still image","","","","","","Rural development $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[between 1995 and 2010?]","1995/2010","Poster depicts three overlapping photographs with white double-lined borders that depict the following: a group of children and adolescents sitting in a rural classroom, a group of adults sitting under a tree with pens and paper while one of the group members appears to read from a paper, a second group of people sitting in the shade with a man holding a notebook or papers; behind the photographs is a double-lined circle; background is black.|~|At the bottom include the logos of Action For Development (AFD), Rift Valley Children and Women Development, HelpAge International, and HUNDEE Oromo Grassroots Initiative.","","1 poster : col.","Poster in Amharic depicting a rural classroom of children and adolescents and two groups of people sitting outside and writing together [descriptive]","ucla_1922_box03_folder022_005","","","ucla_1922_box03_folder022_005.jpg","ucla_1922_box03_folder022_005.tif"
"Ethiopian Posters","Poster in Amharic depicting a group of six men around an office desk [descriptive]","21198/zz002hhgcg","","still image","","","","","","Rural development $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[between 1995 and 2010?]","1995/2010","Poster depicts a photograph on a black background of a group of six men wearing contemporary Western clothing; the men, five of whom are sitting, are around a desk in an office; some of the men have notebooks and pens, and one of the men is speaking.|~|At the bottom include the logos of Action For Development (AFD), Rift Valley Children and Women Development, HelpAge International, and HUNDEE Oromo Grassroots Initiative.","","1 poster : col.","Poster in Amharic depicting a group of six men around an office desk [descriptive]","ucla_1922_box03_folder022_006","","","ucla_1922_box03_folder022_006.jpg","ucla_1922_box03_folder022_006.tif"
"Ethiopian Posters","Poster in Amharic depicting a group of people in a rural building with flipboard sheets on its walls and a group of people sitting on benches around a tree [descriptive]","21198/zz002hhgd0","","still image","","","","","","Rural development $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[between 1995 and 2010?]","1995/2010","At the bottom include the logos of Action For Development (AFD), Rift Valley Children and Women Development, HelpAge International, and HUNDEE Oromo Grassroots Initiative.|~|Poster depicts two overlapping photographs with white double-lined borders that depict the following: a group of men and women in a rural building with flipboard sheets on the walls; a group of people sitting on benches around a tree, listening to a man speak at a table. Background is black, with a white double-lined circle in the center.","","1 poster : col.","Poster in Amharic depicting a group of people in a rural building with flipboard sheets on its walls and a group of people sitting on benches around a tree [descriptive]","ucla_1922_box03_folder022_007","","","ucla_1922_box03_folder022_007.jpg","ucla_1922_box03_folder022_007.tif"
"Ethiopian Posters","Poster in Amharic depicting rows of wooden benches and a group of people walking toward a long building with stone or cement walls and a metal roof [descriptive]","21198/zz002hhgfh","","still image","","","","","","Rural development $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","","[Ethiopia]","[between 1995 and 2010?]","1995/2010","At the bottom include the logos of Action For Development (AFD), Rift Valley Children and Women Development, HelpAge International, and HUNDEE Oromo Grassroots Initiative.|~|Poster depicts two photographs with white double-lined borders that depict the following: rows of wooden benches within a hut-like building or enclosure; a group of people walking on dirt toward a long building with stone or cement walls and a metal roof. Background is black, with a white double-lined circle in the center.","","1 poster : col.","Poster in Amharic depicting rows of wooden benches and a group of people walking toward a long building with stone or cement walls and a metal roof [descriptive]","ucla_1922_box03_folder022_008","","","ucla_1922_box03_folder022_008.jpg","ucla_1922_box03_folder022_008.tif"
